ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,No_of_H-bond_donors,No_of_H-bond_acceptors,Molecular_Weight,LogP,Meets
1639,M NELARABINE,940,0,,80,16.9,3.2,25,0,86.5,MICROMOLAR,0,NaN,4,19,519.149,-4.4514,FALSE
1640,M ENTECAVIR,936,0,,0,0,15,0,0,0,NaN,0,NaN,3,16,513.189,-3.0048,FALSE
1641,M CLOFARABINE,925,0,,0,0,0,0,0,0,NaN,0,NaN,2,17,539.586,-2.5264,FALSE
1642,M CICLESONIDE,923,0,,786,228,6.5,99,63,2.17,NANOMOLAR,1.04,NaN,2,6,470.606,3.497,TRUE
1643,TIZOXANIDE,910,0,,0,0,0,99,0,40,MICROMOLAR,2.5,NaN,2,6,265.25,2.0092,TRUE
1644,ADEFOVIR,904,0,,25.4,14.4,7.48,4,59,36.7,NANOMOLAR,1.75,NaN,1,9,271.173,-1.7037,TRUE
1645,M GANCICLOVIR,623,0,,0,0,0,0,0,0,NaN,0,NaN,3,17,491.139,-4.1479,FALSE
1646,M GANCICLOVIR,623,0,,0,0,0,0,0,0,NaN,0,NaN,3,17,491.139,-4.1479,FALSE
1647,OLMESARTAN,878,0,,17,1.3,13,99,26,0,NaN,1.5,NaN,2,8,445.503,2.3219,TRUE
1648,M TRAVOPROST,872,0,,0,0,0.75,0,0,0.04,NANOMOLAR,0.5,NaN,3,6,457.465,2.2257,TRUE
1649,M DESLORATADINE,865,0,,0,0,27,87,0,0,NaN,3,NaN,2,3,326.827,3.7245,TRUE
1650,CYCLOGUANIL,851,0,,0,0,19,0,0,0,NaN,5,NaN,2,5,251.721,1.5255,TRUE
1651,M TEMOZOLOMIDE,842,0,,0,0,0,0,0,1.64,MICROMOLAR,0,NaN,3,4,168.16,-0.2733,TRUE
1652,M RIFAPENTINE,841,0,,0,0,13,93.2,0,7.5,MICROMOLAR,11.2,NaN,7,14,835.008,5.07742,FALSE
1653,M OXCARBAZEPINE,838,0,,49,3.7,9,40,0,0,NaN,0,NaN,2,2,254.289,2.4929,TRUE
1654,M FLUOROURACIL,280,0,,0,0,0,0,0,0,NaN,0,NaN,2,9,324.157,-2.8306,TRUE
1655,M FLUOROURACIL,280,0,,0,0,0,0,0,0,NaN,0,NaN,2,15,482.099,-3.8606,FALSE
1656,M ALBENDAZOLE,777,0,,0,0,10,70,5,4.66,MICROMOLAR,3.5,NaN,2,4,281.337,2.2588,TRUE
1657,M SIBUTRAMINE,764  768,0,,0,0,14,94,0,15,NANOMOLAR,3.6,NaN,1,1,265.828,4.3958,TRUE
1658,M SIBUTRAMINE,764  768,0,,0,0,14,94,0,15,NANOMOLAR,3.6,NaN,1,1,265.828,4.3958,TRUE
1659,M SIBUTRAMINE,764  768,0,,0,0,16,94,0,25.4,NANOMOLAR,3.5,NaN,1,1,251.801,4.1351,TRUE
1660,M SIBUTRAMINE,764  768,0,,0,0,16,94,0,25.4,NANOMOLAR,3.5,NaN,1,1,251.801,4.1351,TRUE
1661,M PENCICLOVIR,766,0,,0,0,0,0,0,0,NaN,0,NaN,3,16,489.167,-3.4843,FALSE
1662,M PENCICLOVIR,766,0,,0,0,0,0,0,0,NaN,0,NaN,3,16,489.167,-3.4843,FALSE
1663,M CIDOFOVIR,771,0,,0,0,0,0,0,0,NaN,0,NaN,2,12,356.144,-3.4408,FALSE
1664,M TAZAROTENE,763,0,,0,0,18,99,0,37.1,NANOMOLAR,0,NaN,0,4,322.409,2.6183,TRUE
1665,M LATANOPROST,761  1858,0,,10.4,27.3,0.28,0,0,0,NaN,0,NaN,3,5,389.512,1.9847,TRUE
1666,M LAMIVUDINE,754,0,,0,0,0,0,0,0,NaN,0,NaN,1,16,465.166,-2.7711,FALSE
1667,TRANDOLAPRILAT,748,0,,227,7,22.5,65,70,0,NaN,7,NaN,1,6,400.475,-0.3746,TRUE
1668,M GEMCITABINE,745,0,,0,0,0,0,0,0,NaN,0,NaN,2,13,420.134,-2.9506,FALSE
1669,M GEMCITABINE,745,0,,0,0,0,0,0,0,NaN,0,NaN,2,16,499.105,-3.4656,FALSE
1670,M ACYCLOVIR,525,0,,0,0,0,0,0,0,NaN,0,NaN,2,16,461.113,-3.5088,FALSE
1671,M LOSARTAN,723,0,,12,3,7.5,99.8,0,0,NaN,3.5,NaN,1,7,435.895,3.138,TRUE
1672,NISOLDIPINE,,0,ORAL,357,58.5,9.5,99,5,0,NaN,9,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,7,388.42,3.2018,TRUE
1673,MOEXIPRILAT,716,0,,183,13.9,5.5,50,0,0,NaN,1.5,NaN,2,7,467.542,1.7582,TRUE
1674,M TRAMADOL,714  1675  1677  1679,0,,0,0,7.4,0,0,441,NANOMOLAR,2.4,NaN,2,3,249.354,2.3316,TRUE
1675,TRAMADOL,,1674  1676  1678  1680,ORAL,188,23,6.7,20,75,2.25,MICROMOLAR,2.3,SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35),1,3,263.381,2.6346,TRUE
1676,M TRAMADOL,714  1675  1677  1679,0,,0,0,7.4,0,0,441,NANOMOLAR,2.4,NaN,2,3,249.354,2.3316,TRUE
1677,TRAMADOL,,1674  1676  1678  1680,ORAL,188,23,6.7,20,75,2.25,MICROMOLAR,2.3,SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35),1,3,263.381,2.6346,TRUE
1678,M TRAMADOL,714  1675  1677  1679,0,,0,0,7.4,0,0,441,NANOMOLAR,2.4,NaN,2,3,249.354,2.3316,TRUE
1679,TRAMADOL,,1674  1676  1678  1680,ORAL,188,23,6.7,20,75,2.25,MICROMOLAR,2.3,SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35),1,3,263.381,2.6346,TRUE
1680,M TRAMADOL,714  1675  1677  1679,0,,0,0,7.4,0,0,441,NANOMOLAR,2.4,NaN,2,3,249.354,2.3316,TRUE
1681,SPIRAPRILAT,706,0,,0,0,0,0,0,0,NaN,0,NaN,1,8,436.555,-0.7571,TRUE
1682,M CLADRIBINE,701,0,,0,0,0,0,0,0,NaN,0,NaN,2,17,521.596,-2.4744,FALSE
1683,M AMIFOSTINE,699,0,,0,0,0.13,0,0,35,MICROMOLAR,0,NaN,3,3,134.248,-0.1454,TRUE
1684,M ZALCITABINE,695,0,,0,0,0,0,0,0,NaN,0,NaN,1,15,447.126,-2.6816,FALSE
1685,PERINDOPRILAT,692,0,,49.4,6.6,29,15,25,0,NaN,5,NaN,1,6,338.404,-1.2073,TRUE
1686,M DIDANOSINE,688,0,,0,0,0,0,0,0,NaN,0,NaN,1,15,472.136,-2.3875,FALSE
1687,M FLUDARABINE,1688,0,,0,0,0,0,0,0,NaN,0,NaN,3,18,521.14,-4.0179,FALSE
1688,FLUDARABINE,669,1687,,143,12.4,20,24,57,0,NaN,1.5,NaN,4,9,285.235,-1.8409,TRUE
1689,M TICLOPIDINE,661,0,,0,0,0,0,0,0,NaN,0,NaN,1,4,296.799,1.5204,TRUE
1690,M TICLOPIDINE,661,0,,0,0,0,0,0,0,NaN,0,NaN,1,4,296.799,1.5204,TRUE
1691,HALOBETASOL,660,0,,0,0,0,0,0,0,NaN,0,NaN,2,4,428.903,3.0902,TRUE
1692,FOSINOPRILAT,653,0,,8.45,1.95,12,99.4,0,0,NaN,3,NaN,1,4,434.493,2.827,TRUE
1693,M CLOMIPRAMINE,650,0,,0,0,69,0,0,912,NANOMOLAR,0,NaN,1,2,300.833,4.1862,TRUE
1694,RAMIPRILAT,649,0,,0,0,15,56,44,0,NaN,3,NaN,1,6,386.448,-0.7647,TRUE
1695,QUINAPRILAT,647,0,,8.4,3.6,2,97,0,0,NaN,2,NaN,1,6,408.454,-0.5808,TRUE
1696,BENAZEPRILAT,643,0,,45.5,3,10.5,95.3,0,0,NaN,1.5,NaN,1,6,394.427,-0.5748,TRUE
1697,M SIMVASTATIN,631,0,,0,0,4.8,95,0,7.5,NANOMOLAR,6.5,NaN,2,6,435.581,2.771,TRUE
1698,DIMESNA,630,0,,0,0,1.17,0,0,0,NaN,0,NaN,2,6,282.386,0.1434,TRUE
1699,M LOVASTATIN,616,0,,56.5,28,1.4,95,0,28.1,NANOMOLAR,3,NaN,2,6,421.554,2.3809,TRUE
1700,M NABUMETONE,611,0,,53.4,1.26,26.2,99,0,0,NaN,2.5,NaN,0,3,215.228,1.1408,TRUE
1701,M MISOPROSTOL,577  580,0,,0,0,0.5,90,0,2.2,NANOMOLAR,0.2,NaN,2,5,367.506,2.5305,TRUE
1702,LABETALOL,,0,INJECTION ORAL INTRAVENOUS,312,128,7,50,25,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,4,4,328.412,2.1354,TRUE
1703,LABETALOL,,0,INJECTION ORAL INTRAVENOUS,312,128,7,50,25,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,4,4,328.412,2.1354,TRUE
1704,LABETALOL,,0,INJECTION ORAL INTRAVENOUS,312,128,7,50,25,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,4,4,328.412,2.1354,TRUE
1705,M FLUTAMIDE,519,0,,0,0,6,93,0,7.8,MICROMOLAR,2,NaN,2,4,292.213,2.323,TRUE
1706,M MINOXIDIL,490,0,,0,0,0,0,0,0,NaN,0,NaN,3,8,289.317,-0.83353,TRUE
1707,M TAMOXIFEN,473,0,,0,0,336,0,0,941,NANOMOLAR,0,NaN,1,2,357.497,5.6539,FALSE
1708,M SULINDAC,468,0,,0,0,16.4,97.9,0,0,NaN,4.96,NaN,0,3,339.411,4.0153,TRUE
1709,M DIAZEPAM,324  415  451  1226  1228,349  1138,,29.2,0.46,46,97,0,0,NaN,0,NaN,1,2,270.719,3.1295,TRUE
1710,VORAPAXAR,,0,ORAL,424,1.5,192,99,100,0,NaN,1,SOLUBILITY SLIGHTLY SOLUBLE IN WATER AT PH 1,1,5,492.591,5.6295,FALSE
1711,DALBAVANCIN,,0,INTRAVENOUS,25.6,0.0513,346,93,0,158,MICROMOLAR,0,NaN,20,30,1815.708,2.8333,FALSE
1712,EFINACONAZOLE,,0,TOPICAL,0,0,29.9,0,0,1.9,NANOMOLAR,0,NaN,1,5,348.397,2.4846,TRUE
1713,TAVABOROLE,,0,TOPICAL,0,0,0,0,0,36.6,NANOMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,2,151.933,0.0434,TRUE
1714,ORITAVANCIN,,0,INTRAVENOUS,87.6,0.445,245,85,0,77,MICROMOLAR,0,NaN,19,29,1792.117,3.1605,FALSE
1715,APREMILAST,,0,ORAL,87,10,7.5,68,73,0,NaN,2.5,NaN,1,7,460.508,2.4342,TRUE
1716,TEDIZOLID,1717,0,,73.5,5.9,12,80,91,8.1,MICROMOLAR,1.2,NaN,1,8,370.344,1.3957,TRUE
1717,TEDIZOLID PHOSPHATE,,1716,ORAL INTRAVENOUS,0,0,0,0,0,0,NaN,0,NaN,0,11,448.307,0.2487,FALSE
1718,TESTOSTERONE UNDECANOATE,,143,INTRAMUSCULAR ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,0,3,456.711,7.9609,FALSE
1719,DAPAGLIFLOZIN,,0,ORAL,0,0,12.9,91,78,0,NaN,2,NaN,4,6,408.878,1.8444,TRUE
1720,EMPAGLIFLOZIN,,0,ORAL,73.8,10.6,12.4,86.2,0,687,NANOMOLAR,1.5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,4,7,450.915,1.6134,TRUE
1721,SUVOREXANT,,0,ORAL,49,2.8,12,99,82,0,NaN,2,SOLUBILITY INSOLUBLE IN WATER,0,7,450.93,4.11132,TRUE
1722,DROXIDOPA,,1207,ORAL,200,55.4,2.5,75,0,0,NaN,2,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,4,6,212.181,-1.7916,TRUE
1723,PERAMIVIR,,0,INTRAVENOUS,12.5,0.43,20,30,0,142.6,MICROMOLAR,0.5,NaN,5,4,328.413,-3.2938,TRUE
1724,FINAFLOXACIN,,0,OTIC,0,0,0,0,0,0.58,NANOMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER (0.125 MILLIGRAM / MILLILITER),1,8,397.386,-0.11232,TRUE
1725,CEFTOLOZANE,,0,INTRAVENOUS,13.5,5.4,3.12,18.5,0,111.5,MICROMOLAR,1.07,NaN,6,17,665.695,-5.238,FALSE
1726,NETUPITANT,1882,0,ORAL,1982,20.3,96,99.5,0,750.8,NANOMOLAR,5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,0,4,578.601,6.78702,FALSE
1727,NALOXEGOL,,0,ORAL,1554,126,8.5,4.2,0,0,NaN,2,SOLUBILITY HIGH AQUEOUS SOLUBILITY ACROSS THE PHYSIOLOGIC PH RANGE,2,12,651.794,1.8635,FALSE
1728,ELIGLUSTAT,,0,ORAL,835,88,8.9,79.5,0,339,NANOMOLAR,3,NaN,2,5,404.551,3.4323,TRUE
1729,BELINOSTAT,,0,INTRAVENOUS,40,74.4,1.1,94.3,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN DISTILLED WATER (0.14 MILLIGRAM / MILLILITER),3,4,318.354,2.006,TRUE
1730,IDELALISIB,,0,ORAL,23,14.9,8.2,84,0,0,NaN,1.5,SOLUBILITY PH-DEPENDENT AQUEOUS SOLUBILITY 0.1 MILLIGRAM / MILLILITER (PH 5-7),2,7,415.432,3.7543,TRUE
1731,LEDIPASVIR,,0,ORAL,0,0,47,99.8,0,363.7,NANOMOLAR,4.25,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,4,8,889.017,8.6073,FALSE
1732,MILTEFOSINE,,0,ORAL,0,0,153.6,98,0,162.2,MICROMOLAR,7,SOLUBILITY FREELY SOLUBLE IN WATER,0,4,407.576,5.6755,FALSE
1733,OMBITASVIR,,0,ORAL,50.1,1.5,23,99.9,48.1,76.1,NANOMOLAR,4.5,SOLUBILITY PRACTICALLY INSOLUBLE IN AQUEOUS BUFFERS,4,9,894.127,7.6871,FALSE
1734,PARITAPREVIR,,0,ORAL,16.7,2.1,5.5,97.8,0,342.4,NANOMOLAR,4.5,SOLUBILITY VERY LOW WATER SOLUBILITY,3,10,765.893,3.63692,FALSE
1735,DASABUVIR,,0,ORAL,396,47.7,5.75,99.5,70,1.35,MICROMOLAR,4.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,493.585,4.0236,TRUE
1736,TASIMELTEON,,0,ORAL,92.5,49.3,1.3,90,38.3,0,NaN,1.75,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,2,245.322,2.2512,TRUE
1737,OLAPARIB,,0,ORAL,167,8.6,11.9,82,0,0,NaN,2,SOLUBILITY PH-INDEPENDENT LOW SOLUBILITY OF APPROXIMATELY 0.1 MILLIGRAM / MILLILITER ACROSS THE PHYSIOLOGICAL PH RANGE,1,4,434.471,2.3474,TRUE
1738,CERITINIB,,0,ORAL,4230,33.2,41,97,0,0,NaN,5,NaN,3,8,558.148,6.36192,FALSE
1739,PIRFENIDONE,,0,ORAL,65,15,3,58,0,0,NaN,0.5,NaN,0,2,185.226,2.14592,TRUE
1740,NINTEDANIB,,0,ORAL,1050,83.4,9.5,97.8,4.7,0,NaN,3,NaN,2,7,539.636,3.6159,FALSE
1741,OLODATEROL,,0,INHALATION,1110,52.3,45,60,30,0,NaN,0.25,SOLUBILITY SPARINGLY-SLIGHTLY SOLUBLE IN WATER,4,6,386.448,2.376,TRUE
1742,EDOXABAN,,0,ORAL,107,22,12,55,62,0,NaN,1.5,SOLUBILITY VERY SLIGHTLY SOLUBLE AT PH 6-7,3,8,548.069,1.2896,FALSE
1743,AVIBACTAM,,0,INTRAVENOUS,23.2,11.9,2.22,6.9,0,57.3,MICROMOLAR,0,NaN,2,5,265.247,-1.5253,TRUE
1744,PANOBINOSTAT,,0,ORAL,8542,160,37,90,21,0,NaN,2,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,4,3,349.434,3.32722,TRUE
1745,PALBOCICLIB,,0,ORAL,2583,63.1,29,85,46,0,NaN,9,SOLUBILITY ABOVE PH4 THE SOLUBILITY REDUCES SIGNIFICANTLY,2,9,447.543,2.96582,TRUE
1746,LENVATINIB,,0,ORAL,82,0,28,98.5,85,0,NaN,2.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,3,5,426.86,4.0719,TRUE
1747,M DOXEPIN,388  1749,0,,0,0,31,0,0,0,NaN,0,NaN,1,2,265.356,3.6202,TRUE
1748,M DOXEPIN,388  1749,0,,0,0,31,0,0,0,NaN,0,NaN,1,2,265.356,3.6202,TRUE
1749,DOXEPIN,,1747  1748,ORAL TOPICAL,11930,540,15.3,80,0,168,NANOMOLAR,3.5,SOLUBILITY READILY SOLUBLE IN WATER,0,2,279.383,3.9624,TRUE
1750,M CYTARABINE,387,0,,0,0,0,0,0,0,NaN,0,NaN,3,17,479.124,-4.74,FALSE
1751,M FLURAZEPAM,381,0,,0,0,73.5,0,0,0,NaN,0,NaN,1,2,288.709,3.2686,TRUE
1752,M CARBAMAZEPINE,377,0,,0,0,34,50,0,8.7,MICROMOLAR,14,NaN,1,2,252.273,3.0294,TRUE
1753,CLOMIPHENE,,0,ORAL,0,0,0,0,0,17,NANOMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,2,405.969,6.5626,FALSE
1754,M CLOFIBRATE,362,0,,0,0,20,96,0,932.8,MICROMOLAR,0,NaN,0,3,213.64,1.2473,TRUE
1755,M ALLOPURINOL,359,0,,0,0,15,0,0,42.7,MICROMOLAR,4.5,NaN,3,3,152.113,-1.0605,TRUE
1756,M NALIDIXIC ACID,339,0,,0,0,0,0,0,0,NaN,0,NaN,1,6,247.23,-0.7278,TRUE
1757,M ACETOHEXAMIDE,327,0,,0,0,0,0,0,0,NaN,0,NaN,3,4,326.418,2.0605,TRUE
1758,M ACETOHEXAMIDE,327,0,,0,0,0,0,0,0,NaN,0,NaN,3,4,326.418,2.0605,TRUE
1759,M THIOGUANINE,295,0,,0,0,0,0,0,0,NaN,0,NaN,4,12,377.275,-2.46441,FALSE
1760,THIOPENTAL,,0,RECTAL,78,32,5.5,80,0,0,NaN,0,NaN,2,3,242.344,1.3499,TRUE
1761,HALOTHANE,,0,INHALATION,0,0,0,0,0,0,NaN,0,NaN,0,0,197.381,2.5085,TRUE
1762,M METHSUXIMIDE,187  194,0,,0,0,38,0,0,0,NaN,0,NaN,1,2,189.214,0.9908,TRUE
1763,M METHSUXIMIDE,187  194,0,,0,0,38,0,0,0,NaN,0,NaN,1,2,189.214,0.9908,TRUE
1764,PHENMETRAZINE,281,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,177.247,1.736,TRUE
1765,PHENMETRAZINE,281,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,177.247,1.736,TRUE
1766,PHENMETRAZINE,281,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,177.247,1.736,TRUE
1767,METHYPRYLON,,0,ORAL,63,0.77,9.2,0,0,0,NaN,0,NaN,1,2,183.251,1.1278,TRUE
1768,TALBUTAL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,3,224.26,0.961,TRUE
1769,PHENSUXIMIDE,,0,ORAL,0,0,7.8,0,0,0,NaN,0,NaN,0,2,189.214,1.1589,TRUE
1770,M ASPIRIN,84  1435,0,,0,0,6,90,0,0,NaN,0,NaN,1,3,137.114,-0.2443,TRUE
1771,CORTISONE,82,0,,0,0,0,0,0,0,NaN,0,NaN,2,5,360.45,1.9898,TRUE
1772,M AMODIAQUINE,61,0,,12400,34.1,240,0,0,1.2,MICROMOLAR,3,NaN,3,4,327.815,4.4469,TRUE
1773,M TRIMETHADIONE,32,0,,0,0,0,0,0,0,NaN,0,NaN,1,3,129.115,0.0314,TRUE
1774,BUTABARBITAL,,0,ORAL,0,0,100,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,2,3,212.249,0.7949,TRUE
1775,FLORBETAPIR,,0,INTRAVENOUS,0,0,0,0,0,0,NaN,0,NaN,1,5,360.429,3.6752,TRUE
1776,FLUTEMETAMOL,,0,INTRAVENOUS,0,0,0,0,0,0,NaN,0,NaN,2,4,274.32,3.8497,TRUE
1777,FLORBETABEN,,0,INTRAVENOUS,0,0,1.83,98.5,0,0,NaN,0,NaN,1,4,359.441,4.2802,TRUE
1778,CANGRELOR,,0,INTRAVENOUS,3.9,36,0.075,97.5,0,0,NaN,0.033,NaN,3,19,772.334,0.3225,FALSE
1779,SONIDEGIB,,0,ORAL,9166,9.4,672,97,10,2.12,MICROMOLAR,3,SOLUBILITY INSOLUBLE IN WATER,1,5,485.506,5.82152,FALSE
1780,BREXPIPRAZOLE,,0,ORAL,101.4,1.28,91,99,95,0,NaN,4,NaN,1,5,433.577,4.724,TRUE
1781,CHOLIC ACID,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,5,407.571,2.114,TRUE
1782,LUMACAFTOR,,0,ORAL,86,2.38,25.2,99,0,55.3,MICROMOLAR,4,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,6,451.405,3.41232,TRUE
1783,IVABRADINE,,0,ORAL,100,24,6,70,40,0,NaN,1,NaN,0,6,468.594,3.31,TRUE
1784,DEOXYCHOLIC ACID,,0,SUBCUTANEOUS,0,0,0,98,0,2.6,MICROMOLAR,0.3,NaN,2,4,391.572,3.1432,TRUE
1785,DACLATASVIR,,0,ORAL,47,4.2,13.5,99,67,0,NaN,2,SOLUBILITY FREELY SOLUBLE IN WATER,4,8,738.89,6.222,FALSE
1786,ELUXADOLINE,,0,ORAL,0,0,4.8,81,0,5.27,NANOMOLAR,1.5,NaN,3,7,568.654,2.82434,FALSE
1787,ISAVUCONAZONIUM,,1788,ORAL INTRAVENOUS,0,0,0,0,0,0,NaN,0,NaN,2,12,717.779,4.58458,FALSE
1788,ISAVUCONAZOLE,1787,0,,450,2.4,130,99,98,27.9,MICROMOLAR,2.5,NaN,1,7,437.475,4.24298,TRUE
1789,SACUBITRIL,,1790,ORAL,103,51,1.4,94,60,0,NaN,0.5,NaN,1,5,410.49,2.5003,TRUE
1790,M SACUBITRIL,1789,0,,0,0,11.5,94,0,0,NaN,2,NaN,1,5,381.428,0.6871,TRUE
1791,DESOXYCORTICOSTERONE,5  6,0,,0,0,0,0,0,0,NaN,0,NaN,1,3,330.468,3.6959,TRUE
1792,SUGAMMADEX,,0,INTRAVENOUS INJECTION,12.5,5.2,2,0,0,0,NaN,0,NaN,16,56,1994.112,-18.3592,FALSE
1793,FLIBANSERIN,,0,ORAL,0,0,11,98,33,1.07,MICROMOLAR,0.075,SOLUBILITY INSOLUBLE IN WATER,1,4,390.409,3.1706,TRUE
1794,CARIPRAZINE,,1795  1796,ORAL,0,0,72,94,0,20,NANOMOLAR,4.5,NaN,1,3,427.42,4.3355,TRUE
1795,M CARIPRAZINE,1794,0,,0,0,0,94,0,10,NANOMOLAR,0,NaN,2,3,413.393,3.9933,TRUE
1796,M CARIPRAZINE,1794,0,,0,0,336,94,0,80,NANOMOLAR,0,NaN,2,3,399.366,3.7326,TRUE
1797,METHYLENE BLUE,,1798,INTRAVENOUS,255,0,24,94,0,10.3,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,0,3,284.408,3.8626,TRUE
1798,LEUCOMETHYLENE BLUE,1797,0,,0,0,0,0,0,0,NaN,0,NaN,1,4,285.416,4.0268,TRUE
1799,BRIVARACETAM,,0,ORAL INTRAVENOUS,32.5,0,9,20,0,0,NaN,1,SOLUBILITY VERY SOLUBLE IN WATER,1,2,212.293,0.8989,TRUE
1800,COBIMETINIB,,0,ORAL,806,13.8,44,95,46,514,NANOMOLAR,2.4,NaN,3,4,531.316,3.7811,FALSE
1801,ROLAPITANT,,0,ORAL INTRAVENOUS,460,0.96,176,99.8,0,1.9,MICROMOLAR,4,NaN,2,3,500.483,5.7295,FALSE
1802,PIMAVANSERIN,,1803,ORAL,2173,0,57,95,0,0,NaN,6,SOLUBILITY SOLUBLE IN WATER,1,3,427.564,4.6665,TRUE
1803,M PIMAVANSERIN,1802,0,,0,0,200,0,0,0,NaN,0,NaN,2,3,413.537,4.3243,TRUE
1804,ARIPIPRAZOLE LAUROXIL,,900,INTRAMUSCULAR,0,0,0,0,0,0,NaN,0,NaN,0,6,660.727,8.6754,FALSE
1805,TENOFOVIR ALAFENAMIDE,,1491,ORAL,0,0,0.51,80,0,0.33,MICROMOLAR,1,SOLUBILITY 4.7 MILLIGRAM / MILLILITER,2,10,476.474,2.9729,TRUE
1806,SELEXIPAG,,1807,ORAL INTRAVENOUS,0,35,1.65,99,0,0,NaN,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,7,496.633,3.898,TRUE
1807,M SELEXIPAG,1806,0,,0,0,9.8,99,0,0,NaN,3.5,NaN,1,5,418.541,4.3075,TRUE
1808,TRABECTEDIN,,0,INTRAVENOUS INJECTION,5000,31.5,175,97,0,0,NaN,0,SOLUBILITY LOW SOLUBILITY IN WATER,4,15,761.85,3.41324,FALSE
1809,TIPIRACIL,,0,ORAL,0,0,2.1,8,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,3,3,242.666,0.28967,TRUE
1810,LESINURAD,,0,ORAL,20,6,5,98,100,14.8,MICROMOLAR,2.5,SOLUBILITY SOLUBLE IN WATER,0,6,403.281,2.9024,TRUE
1811,OBETICHOLIC ACID,,0,ORAL,618,0,0,99,0,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER PH DEPENDENT,2,4,419.626,3.7793,TRUE
1812,OSIMERTINIB,,0,ORAL,986,14.2,48,0,0,0,NaN,6,NaN,2,8,499.619,4.5098,TRUE
1813,URIDINE TRIACETATE,,1814,ORAL,0,0,2.25,0,0,0,NaN,2.5,NaN,1,10,370.314,-1.1395,TRUE
1814,URIDINE,1813,0,,0,0,0,0,0,0,NaN,0,NaN,4,7,244.203,-2.8519,TRUE
1815,ELBASVIR,,0,ORAL,680,0,24,99.9,0,137,NANOMOLAR,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,4,10,882.035,8.116,FALSE
1816,GRAZOPREVIR,,0,ORAL,1250,0,31,98.8,0,215,NANOMOLAR,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,11,766.918,3.3019,FALSE
1817,EPHEDRINE,,1207,INTRAVENOUS,0,0,6,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,2,2,165.236,1.3279,TRUE
1818,VELPATASVIR,,0,ORAL,0,0,15,99.5,0,293,NANOMOLAR,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER ABOVE PH 5,4,10,883.019,7.7315,FALSE
1819,ALECTINIB,,0,ORAL,4016,81.9,33,99,37,1.38,MICROMOLAR,4,NaN,1,5,482.628,4.77328,TRUE
1820,IXAZOMIB,1821,0,,543,1.9,228,99,58,0,NaN,1,NaN,4,4,361.034,1.2661,TRUE
1821,IXAZOMIB CITRATE,,1820,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,9,515.111,-1.1263,FALSE
1822,VENETOCLAX,,0,ORAL,288,0,26,99.9,0,2.42,MICROMOLAR,6.5,SOLUBILITY LOW SOLUBILITY IN WATER,3,11,868.457,8.6599,FALSE
1823,CRISABOROLE,,0,TOPICAL,0,0,0,97,0,506,NANOMOLAR,0,SOLUBILITY INSOLUBLE IN WATER,1,4,251.05,1.56828,TRUE
1824,LIFITEGRAST,,0,OPHTHALMIC,0,0,0,0,0,900,PICOMOLAR,0,SOLUBILITY SOLUBLE IN WATER,1,7,614.483,3.4326,FALSE
