ID,Name,Route,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Tmax(hour),Molecular_Weight,LogP,MolMR,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,TPSA,FractionCSP3,LabuteASA,NumAmideBonds,vd
851,PROGUANIL,ORAL,67.9,16.5,75,0,0,3.5,253.737,1.7897,73.4555,17,237.609,5,5,1,5,6,2,92,88.79,0.272727273,105.5796685,0,2059
855,DROSPIRENONE,ORAL,5.8,30.9,97,76,239.6,1.7,366.501,4.3059,99.493,27,336.261,0,3,3,0,3,0,144,43.37,0.833333333,160.839088,0,260
856,ALOSETRON,ORAL,36,1.5,82,55,30.6,1,294.358,2.40832,84.6882,22,276.214,1,5,3,1,5,2,112,53.92,0.294117647,128.1232795,1,80
859,ALFUZOSIN,ORAL,23,10,86,49,34.9,8,389.456,1.3507,106.9251,28,362.24,3,9,8,3,9,8,152,111.83,0.526315789,163.7126401,1,208
861,VALGANCICLOVIR,ORAL,0,0,0,60,0,0,354.367,-1.4367,88.2923,25,332.191,6,11,10,6,11,8,138,171.37,0.571428571,142.4997723,0,0
862,TELITHROMYCIN,ORAL,54.6,10,65,57,2.46,1,812.018,4.9292,214.2508,58,746.498,1,15,14,1,15,11,322,171.85,0.720930233,342.6301214,1,188
864,GEMIFLOXACIN,ORAL,26.8,7,65,71,4.13,1.25,388.379,-0.3687,97.7639,28,369.227,2,9,9,2,10,5,148,125.87,0.444444444,158.7455379,0,271
865,DESLORATADINE,ORAL,0,27,84,0,12.8,3,310.828,4.0189,91.2227,22,291.676,1,2,2,1,3,0,112,24.92,0.315789474,135.7795453,0,0
868,TEGASEROD,ORAL,77,11,98,10,0,1,301.394,2.81457,90.8348,22,278.21,4,6,3,4,6,7,118,85.29,0.375,130.0058441,0,368
869,NATEGLINIDE,ORAL,7,1.5,98,73,0,1,316.421,1.9262,87.3697,23,290.213,1,4,3,1,4,6,126,69.23,0.578947368,137.8369596,1,10
870,LOPINAVIR,ORAL,5.98,5.5,98.5,0,15.6,4,628.814,4.32814,179.5359,46,580.43,4,9,5,4,9,15,246,120,0.432432432,272.2754261,4,0
871,NITISINONE,ORAL,0.26,54,0,90,0,3,329.23,2.7346,69.7839,23,319.15,0,6,5,0,9,3,122,94.35,0.357142857,126.9792571,0,0
877,GUAIFENESIN,ORAL,0,0,0,0,0,0,198.218,0.4272,51.5816,14,184.106,2,4,4,2,4,5,78,58.92,0.4,82.70672954,0,0
878,OLMESARTAN MEDOXOMIL,ORAL,0,0,0,0,0,0,558.595,4.17002,146.719,41,528.355,2,12,11,2,12,10,212,162.16,0.310344828,234.5514153,0,0
879,ALFUZOSIN,ORAL,23,10,86,49,34.9,8,389.456,1.3507,106.9251,28,362.24,3,9,8,3,9,8,152,111.83,0.526315789,163.7126401,1,208
880,BOSENTAN,ORAL,4,5,98,50,0,4,551.625,4.2039,144.6573,39,522.393,2,11,10,2,12,10,204,145.65,0.259259259,226.48138,0,18
882,VALGANCICLOVIR,ORAL,0,0,0,60,0,0,354.367,-1.4367,88.2923,25,332.191,6,11,10,6,11,8,138,171.37,0.571428571,142.4997723,0,0
883,DUTASTERIDE,ORAL,0.33,840,99,60,6.4,2.5,528.537,6.5761,124.0224,37,498.297,2,4,2,2,10,2,202,58.2,0.62962963,210.7982409,2,400
886,VALDECOXIB,ORAL,6,8.11,98,83,513,3,314.366,2.96442,83.4852,22,300.254,2,5,4,2,6,3,112,86.19,0.0625,127.9765338,0,86
889,MIGLUSTAT,ORAL,13.8,6.5,0,97,0,2.25,219.281,-1.4543,55.3752,15,198.113,4,5,5,4,5,4,90,84.16,1,89.95466758,0,94
891,RIFAXIMIN,ORAL,0,1.8,67.5,0,4.33,0.8,785.891,6.15784,213.1434,57,734.483,5,14,13,5,14,2,304,198.38,0.441860465,329.9359928,1,0
892,ROSUVASTATIN,ORAL,42.9,19,88,20,0,4,480.538,1.067,120.0504,33,453.322,2,9,8,2,11,10,180,143.75,0.409090909,191.847864,0,134
893,TADALAFIL,ORAL,2.5,17.5,94,0,0,2,389.411,2.2113,104.6817,29,370.259,1,7,4,1,7,1,146,74.87,0.272727273,166.3511677,2,63
895,GEFITINIB,ORAL,35.7,48,90,60,0,5,446.91,4.2756,118.1537,31,422.718,1,7,7,1,9,8,164,68.74,0.363636364,184.6422968,0,1400
896,VARDENAFIL,ORAL,56,4.5,95,15,0,0,488.614,2.07042,129.8175,34,456.358,1,10,8,1,11,8,184,112.9,0.52173913,199.16304,0,208
897,ATOMOXETINE,ORAL,22.7,5.2,98,63,0,1.5,255.361,3.72462,79.5337,19,234.193,1,2,2,1,2,6,100,21.26,0.294117647,114.9766153,0,55
898,DULOXETINE,ORAL,94.7,12,90,0,0,6,297.423,4.6309,90.1797,21,278.271,1,2,3,1,3,6,108,21.26,0.222222222,128.933701,0,1640
899,ACAMPROSATE,ORAL,2.3,26.5,0,11,0,5.5,181.213,-0.5996,39.7163,11,170.125,2,5,3,2,6,4,66,83.47,0.8,65.53903978,1,90.5
901,EPLERENONE,ORAL,10,5,50,69,0,1.5,414.498,3.1245,105.153,30,384.258,0,6,6,0,6,1,162,82.2,0.791666667,176.2335317,0,66.5
902,EZETIMIBE,ORAL,0,22,90,0,13.4,8,409.432,4.8883,108.8176,30,388.264,2,4,3,2,6,6,154,60.77,0.208333333,172.5703071,1,0
903,PREGABALIN,ORAL,3.7,6,0,90,0,1.5,158.221,-0.2526,41.6234,11,142.093,2,3,3,2,3,5,66,66.15,0.875,67.58949238,0,32.5
904,ADEFOVIR DIPIVOXIL,ORAL,0,0,0,0,0,0,501.477,2.7025,121.1589,34,469.221,2,13,13,2,14,11,190,166.98,0.65,197.3588767,0,0
906,ESZOPICLONE,ORAL,0,6,56,0,0,1,388.815,1.568,96.3805,27,371.679,0,9,7,0,10,2,140,91.76,0.352941176,160.0746725,2,0
907,MEMANTINE,ORAL,6.4,70,45,0,0,5,179.307,2.6941,54.3244,13,158.139,2,1,1,2,1,0,74,26.02,1,81.07601152,0,650
908,RANOLAZINE,ORAL,0,7,62,76,6.08,3.5,427.545,2.30804,121.9215,31,394.281,2,7,6,2,7,9,168,74.27,0.458333333,184.1143474,1,0
910,NITAZOXANIDE,ORAL,0,0,0,70,0,0,307.287,2.2289,74.4726,21,298.215,1,8,7,1,9,4,108,111.43,0.083333333,122.0827623,1,0
911,EMTRICITABINE,ORAL,18.1,10,4,75,7.28,1.5,247.251,-0.455,56.3212,16,237.171,3,6,7,3,8,2,88,90.37,0.5,94.23244508,0,261
913,RANOLAZINE,ORAL,0,7,62,76,6.08,3.5,427.545,2.30804,121.9215,31,394.281,2,7,6,2,7,9,168,74.27,0.458333333,184.1143474,1,0
914,FOSAMPRENAVIR,ORAL,0,0,0,0,0,0,583.6,1.2558,139.7054,39,549.328,3,12,10,3,14,13,216,183.38,0.48,228.2775121,1,0
916,BISACODYL,ORAL,0,0,0,0,0,0,361.397,4.1124,100.684,27,342.245,0,5,5,0,5,5,136,65.49,0.136363636,157.1400847,0,0
919,TROSPIUM,ORAL,13.6,20,67,9.6,8.9,5.5,392.519,3.7697,111.0352,29,362.279,1,4,3,1,4,4,152,46.53,0.48,172.2543576,0,395
921,TINIDAZOLE,ORAL,2.34,13.2,12,0,193.1,1.6,247.276,0.53442,57.9462,16,234.172,0,7,6,0,8,5,90,95.1,0.625,93.17326768,0,50
926,CINACALCET,ORAL,19.8,35,95,0,0,4,357.419,6.142,100.1307,26,335.243,1,1,1,1,4,6,136,12.03,0.272727273,151.4062829,0,1000
929,NEBIVOLOL,ORAL,54.6,15.5,98,0,0,2.75,405.441,2.3636,103.1573,29,380.241,3,5,5,3,7,6,156,70.95,0.454545455,167.8227471,0,715
930,ERLOTINIB,ORAL,4.4,36.2,93,100,0,0,393.443,3.4051,111.9397,29,370.259,1,7,7,1,7,10,150,74.73,0.272727273,169.5322632,0,232
931,ALVIMOPAN,ORAL,24,14,87,6,25.8,2,423.533,1.7167,117.3325,31,392.285,2,6,5,2,6,8,166,92.7,0.44,183.4481212,1,30
933,RAMELTEON,ORAL,28.3,1.8,82,1.8,0,0.75,259.349,2.5676,74.6207,19,238.181,1,3,2,1,3,4,102,38.33,0.5625,113.8940915,1,73.6
936,ENTECAVIR,ORAL,23,138.5,13,100,29.6,1,277.284,-0.8278,71.9377,20,262.164,5,8,7,5,8,2,106,130.05,0.416666667,113.1401844,0,4596
937,QUININE,ORAL,11,11,80,82,9.8,2.8,324.424,3.1732,95.0268,24,300.232,1,4,4,1,4,4,126,45.59,0.45,142.3134262,0,312
938,TIPRANAVIR,ORAL,1.15,5.5,99.9,0,94.8,2.9,602.675,7.3255,152.2873,42,569.411,2,7,6,2,11,11,224,105.59,0.35483871,243.0555403,0,8.5
941,LENALIDOMIDE,ORAL,0,3,30,0,0,3.25,259.265,0.0298,66.8996,19,246.161,3,6,4,3,6,1,98,92.5,0.307692308,109.1084885,3,0
942,DEFERASIROX,ORAL,0.8,12,99,70,0,2.75,372.36,0.7777,100.1489,28,358.248,2,7,7,2,7,2,138,101.57,0,159.8589173,0,14
943,TETRABENAZINE,ORAL,0,0,84,75,0,0,317.429,3.2381,90.133,23,290.213,0,4,4,0,4,4,126,38.77,0.631578947,138.3124345,0,0
944,LUBIPROSTONE,ORAL,0,0,94,0,0,0,389.459,2.9752,92.8418,27,358.211,1,5,5,1,7,11,156,86.66,0.9,159.0176166,0,0
947,DASATINIB,ORAL,433,4,96,0,0,0,488.017,3.31354,132.0467,33,461.809,3,9,9,3,11,7,174,106.51,0.363636364,201.0019604,1,2505
948,VORINOSTAT,ORAL,109,2,71,0,1.2,4,264.325,2.4711,72.7029,19,244.165,3,5,3,3,5,8,104,78.43,0.428571429,112.5219809,2,32.5
949,PALIPERIDONE,ORAL,10.8,25,74,0,0,3,426.492,3.08132,113.5138,31,399.276,1,7,7,1,8,4,164,84.39,0.52173913,179.0335308,0,391
951,TELBIVUDINE,ORAL,0,44.5,3.3,0,15.2,2,242.231,-1.51428,57.6793,17,228.119,3,7,6,3,7,2,94,104.55,0.6,96.28954903,0,0
958,MARAVIROC,ORAL,8.4,16,76,28,1.73,2.25,513.677,5.95092,139.4827,37,472.349,1,6,5,1,8,8,202,63.05,0.689655172,218.7639585,1,194
965,ERYTHROMYCIN ESTOLATE,ORAL,0,0,0,0,0,0,790.001,2.7465,200.4222,55,718.433,4,15,15,4,15,9,320,199.98,0.925,327.1706516,0,0
966,ERYTHROMYCIN ETHYLSUCCINATE,ORAL,0,0,0,0,0,0,862.064,2.6798,215.9982,60,786.464,4,17,17,4,17,12,348,226.28,0.906976744,355.5405453,0,0
967,DICLOXACILLIN,ORAL,7.8,0.88,96,0,0,0,469.326,1.86742,109.0492,30,453.198,1,8,7,1,11,4,158,115.57,0.368421053,185.4097281,2,7.1
970,GRISEOFULVIN,ORAL,0,16.5,80,0,1.9,4,352.77,2.8103,86.1255,24,335.634,0,6,6,0,7,3,128,71.06,0.411764706,143.8249924,0,45.5
971,HETACILLIN,ORAL,0,0,0,0,0,0,388.469,0.0764,98.1307,27,366.293,1,7,6,1,8,3,144,92.78,0.526315789,161.6295967,2,0
972,BACAMPICILLIN,ORAL,0,0,0,0,0,0,465.528,1.2958,115.0541,32,438.312,3,10,9,3,11,7,174,137.26,0.523809524,189.6532932,2,0
975,CHLORAMPHENICOL PALMITATE,ORAL,0,0,0,0,0,0,561.547,6.9412,146.7519,37,519.211,2,8,6,2,10,21,210,118.77,0.703703704,230.1353811,1,0
978,NAFCILLIN,ORAL INJECTION,12.8,0.75,89,0,72.4,0.083,413.475,1.6054,108.3357,29,392.307,1,7,6,1,8,5,152,98.77,0.380952381,171.9409198,2,14.3
982,PENICILLIN V,ORAL,26.5,0.84,80,0,0,0,349.388,-0.6376,84.9667,24,332.252,1,7,6,1,8,5,128,98.77,0.4375,142.8943131,2,26.6
984,CLINDAMYCIN,ORAL,17.5,2.4,94,0,5.89,0,424.991,0.3895,106.8751,27,391.727,4,7,7,4,9,7,158,102.26,0.944444444,170.3254454,1,51.3
985,CEFPODOXIME PROXETIL,ORAL,0,0,0,0,0,0,557.607,0.827,132.2531,37,530.391,3,14,14,3,16,10,202,180.97,0.523809524,219.9949792,2,0
986,CLOXACILLIN,ORAL,0,0,0,0,0,0,434.881,1.21402,104.0392,29,417.745,1,8,7,1,10,4,152,115.57,0.368421053,175.1064619,2,0
989,CEPHALOGLYCIN,ORAL,0,0,0,0,0,0,404.424,-1.3466,97.0591,28,386.28,3,9,8,3,10,6,148,141.86,0.333333333,164.4360071,2,0
992,DEMECLOCYCLINE,ORAL,4.3,13,65,0,2.62,0,464.858,0.2649,109.9399,32,443.69,7,10,9,7,11,2,170,181.62,0.380952381,186.367561,1,84.5
998,LINCOMYCIN,ORAL INJECTION,8.2,5.4,57,0,39,0,406.545,-0.857,103.2409,27,372.273,5,8,8,5,9,7,158,122.49,0.944444444,164.8164129,1,65
999,TROLEANDOMYCIN,ORAL,0,0,0,0,0,0,813.979,3.6209,202.265,57,746.443,0,16,16,0,16,9,326,184.19,0.87804878,337.0165075,0,0
1000,NOVOBIOCIN,ORAL,0,0,0,0,0,0,612.632,3.62712,158.921,44,576.344,6,13,11,6,13,8,236,200.01,0.387096774,252.3298197,2,0
1003,CEPHALEXIN,ORAL,15.2,0.57,15,0,92.2,0,346.388,-0.8898,86.1001,24,330.26,3,7,6,3,8,4,126,115.56,0.3125,142.4310556,2,13.6
1004,RIFAMPIN,ORAL INJECTION,13.6,3.6,80,0,38.9,0,822.953,4.33542,220.4792,59,764.489,6,16,15,6,16,4,322,220.15,0.534883721,343.9147589,1,63
1007,AMOXICILLIN,ORAL,12.8,1,20,0,20.5,0,364.403,-1.311,88.0649,25,346.259,4,8,7,4,9,4,134,135.79,0.4375,147.9148923,2,16
1016,CYCLACILLIN,ORAL,0,0,0,0,0,0,340.425,-1.055,83.0331,23,318.249,3,7,6,3,8,3,128,115.56,0.8,138.8824438,2,0
1020,BACAMPICILLIN,ORAL,0,0,0,0,0,0,465.528,1.2958,115.0541,32,438.312,3,10,9,3,11,7,174,137.26,0.523809524,189.6532932,2,0
1021,CEFACLOR,ORAL,0,0.75,37.5,85,62,0.75,366.806,-0.7134,86.2791,24,353.702,3,7,6,3,9,4,126,115.56,0.266666667,146.3693797,2,0
1022,CEPHRADINE,ORAL INJECTION,12.8,0.85,5,0,0,0,348.404,-0.9861,87.1621,24,330.26,3,7,6,3,8,4,128,115.56,0.4375,143.1785768,2,13.6
1030,CEFUROXIME AXETIL,ORAL,0,0,0,0,0,0,510.481,-0.1683,117.1581,35,488.305,3,14,12,3,15,9,188,189.06,0.4,202.2473899,3,0
1031,CEFUROXIME AXETIL,ORAL,0,0,0,0,0,0,510.481,-0.1683,117.1581,35,488.305,3,14,12,3,15,9,188,189.06,0.4,202.2473899,3,0
1034,CLAVULANATE,ORAL INJECTION,12,1,25,0,12,0,198.154,-2.4303,40.2998,14,190.09,1,6,5,1,6,2,76,89.9,0.5,79.37747109,1,14.3
1047,CEFIXIME,ORAL,3.9,4,65,45,4.41,0,451.442,-3.2142,101.2751,30,438.338,3,12,12,3,14,8,158,190.17,0.25,176.6149522,2,15.6
1051,CLARITHROMYCIN,ORAL,28.5,6,77,50,5,0,747.964,2.4397,191.0482,52,678.412,4,14,14,4,14,8,304,182.91,0.947368421,310.2792453,0,97.5
1052,CEFPROZIL,ORAL,11.7,1.3,36,95,47,0,388.425,-0.628,96.9049,27,370.281,4,8,7,4,9,5,142,135.79,0.277777778,159.2655705,2,15
1053,LORACARBEF,ORAL,14.4,1.2,35,0,41.4,0,348.766,-0.6239,83.0551,24,333.646,3,7,5,3,8,4,126,115.56,0.3125,142.6112118,2,25
1055,CEFPODOXIME PROXETIL,ORAL,0,0,0,0,0,0,557.607,0.827,132.2531,37,530.391,3,14,14,3,16,10,202,180.97,0.523809524,219.9949792,2,0
1056,DIRITHROMYCIN,ORAL,0,0,0,0,0,0,835.086,2.2017,213.5239,58,756.462,5,16,16,5,16,12,340,196.33,0.976190476,346.3486131,0,0
1060,CEFTIBUTEN,ORAL,5,2,65,0,36.5,0,408.417,-2.7176,92.2401,27,396.321,3,10,10,3,12,6,142,168.58,0.266666667,160.2871039,2,32.5
1061,RIFABUTIN,ORAL,44.8,45,85,20,443.2,0,847.019,4.61572,226.7648,61,784.523,5,15,14,5,15,4,332,205.55,0.586956522,357.4793709,1,604.5
1062,PYRAZINAMIDE,ORAL,3.82,10,10,96.8,227.8,0,123.115,-0.4245,30.5499,9,118.075,2,4,3,2,4,1,46,68.87,0,51.73705399,1,55.1
1065,FOSFOMYCIN,ORAL,16.9,5.7,0,37,189,0,136.043,-1.3551,21.9415,8,131.003,0,4,4,0,5,1,48,75.72,1,46.62825725,0,136.1
1066,MYCOPHENOLATE MOFETIL,ORAL INJECTION,0,0,0,94,0,0,433.501,2.52402,113.4283,31,402.253,1,8,8,1,8,9,170,94.53,0.565217391,182.2654463,0,0
1067,CEFDINIR,ORAL,60,1.7,65,0,7.26,0,394.414,-1.5065,92.1026,26,382.318,4,10,10,4,12,5,136,161.04,0.214285714,154.6100006,2,22.75
1072,MYCOPHENOLIC ACID,ORAL,8.4,12,98,93,81.5,0,319.333,1.39852,80.2173,23,300.181,1,6,6,1,6,6,124,95.89,0.411764706,133.8889344,0,112
1076,PAROMOMYCIN,ORAL,0,0,0,0,0,0,615.634,-8.8617,136.3874,42,570.274,18,19,19,18,19,9,246,347.32,1,240.4792478,0,0
1077,CYCLOSERINE,ORAL,0,12,0,0,0,6,102.093,-1.6249,22.0701,7,96.045,3,4,3,3,4,0,40,64.35,0.666666667,40.58216281,1,0
1078,METHACYCLINE,ORAL,0,0,0,0,0,0,442.424,-0.4379,110.3939,32,420.248,7,10,9,7,10,2,168,181.62,0.318181818,181.7396338,1,0
1086,DRONEDARONE,ORAL,140,16,98,15,0,0,556.769,7.049,159.535,39,512.417,1,7,6,1,8,18,214,88.85,0.516129032,233.5140461,0,1400
1087,ARTEMETHER,ORAL,0,2,95.4,0,201,2,298.379,2.8408,73.837,21,272.171,0,5,5,0,5,1,120,46.15,1,125.6870796,0,0
1088,CHLOROQUINE,ORAL INJECTION,16,570,55,0,0.513,0,319.88,4.8106,96.8597,22,293.672,1,3,3,1,4,8,120,28.16,0.5,138.2301567,0,9100
1089,MEPHENYTOIN,ORAL,1.74,63,0,0,0,0,218.256,1.4735,59.7127,16,204.144,1,4,2,1,4,2,84,49.41,0.333333333,94.24796471,3,110.5
1090,METHADONE,ORAL INJECTION,6.6,31,79,68,2.03,0,309.453,4.292,96.728,23,282.237,0,2,2,0,2,7,122,20.31,0.380952381,139.6943321,0,286
1091,DOXYLAMINE,ORAL,11.7,12.5,0,0,308,0,270.376,2.9233,81.639,20,248.2,0,3,3,0,3,6,106,25.36,0.352941176,120.7711769,0,0
1094,TRIHEXYPHENIDYL,ORAL,0,3.7,0,0,0,0,301.474,4.3305,91.8218,22,270.226,1,2,2,1,2,5,122,23.47,0.7,135.0829978,0,0
1095,PARAMETHADIONE,ORAL,0,0,0,0,0,0,157.169,0.7637,37.947,11,146.081,0,4,3,0,4,1,62,46.61,0.714285714,65.11949566,2,0
1097,DYPHYLLINE,ORAL INJECTION,18.7,2,0,0,67,0,254.246,-2.2131,63.3076,18,240.134,2,8,8,2,8,3,98,102.28,0.5,101.3473088,0,27.3
1099,BROMODIPHENHYDRAMINE,ORAL,0,0,0,0,0,0,334.257,4.1167,86.933,20,314.097,0,2,2,0,3,6,106,12.47,0.294117647,129.0541344,0,0
1100,CYCRIMINE,ORAL,0,0,0,0,0,0,287.447,3.9404,87.2048,21,258.215,1,2,2,1,2,5,116,23.47,0.684210526,128.7180557,0,0
1101,ETHOPROPAZINE,ORAL,0,0,0,0,0,0,312.482,5.0196,96.396,22,288.29,0,2,3,0,3,5,116,6.48,0.368421053,137.6800383,0,0
1102,WARFARIN,ORAL INJECTION,0.21,29,98,0,0,0,308.333,3.6096,87.7318,23,292.205,1,4,4,1,4,4,116,67.51,0.157894737,132.5520251,0,8.4
1103,GLUTETHIMIDE,ORAL,0,0,0,0,0,0,217.268,1.771,60.7947,16,202.148,1,3,2,1,3,2,84,46.17,0.384615385,94.85307315,2,0
1104,PROCYCLIDINE,ORAL,3.3,12,0,0,0,0,287.447,3.9404,87.2048,21,258.215,1,2,2,1,2,5,116,23.47,0.684210526,128.7180557,0,48
1105,ETHCHLORVYNOL,ORAL,0,0,0,0,0,0,144.601,1.5132,39.0668,9,135.529,1,1,1,1,2,2,50,20.23,0.428571429,60.33602605,0,0
1106,AMPHETAMINE,ORAL,37,7.3,20,0,185,0,135.21,1.5763,43.7954,10,122.106,2,1,1,2,1,2,54,26.02,0.333333333,61.86612016,0,396
1107,MECAMYLAMINE,ORAL,0,0,0,0,0,0,167.296,2.4206,52.0767,12,146.128,1,1,1,1,1,1,70,12.03,1,75.92687205,0,0
1108,CLIDINIUM,ORAL,0,0,0,0,0,0,352.454,2.7045,99.2722,26,326.246,1,4,3,1,4,4,136,46.53,0.409090909,154.1653624,0,0
1109,HYDROXYZINE,ORAL INJECTION,39,16.5,0,0,186.9,2,374.912,3.0559,105.6548,26,347.696,1,4,4,1,5,8,140,35.94,0.428571429,160.4978578,0,1040
1110,BROMPHENIRAMINE,ORAL INJECTION,0,25,72,0,0,5,319.246,3.9277,83.393,19,300.094,0,2,2,0,3,5,100,16.13,0.3125,123.1602372,0,0
1111,ETHOTOIN,ORAL,0,6,0,0,39,0,204.229,1.2994,55.1017,15,192.133,1,4,2,1,4,2,78,49.41,0.272727273,87.88302259,3,0
1112,BUCLIZINE,ORAL,0,0,0,0,0,0,433.039,6.5447,131.729,31,399.775,0,2,2,0,3,5,162,6.48,0.357142857,192.0121151,0,0
1114,PHENPROCOUMON,ORAL,0,140,0,0,0,0,280.323,4.0405,82.7248,21,264.195,1,3,3,1,3,3,106,50.44,0.166666667,122.0255609,0,0
1115,TRIMEPRAZINE,ORAL,0,0,90,80,0,0,298.455,4.487,91.731,21,276.279,0,2,3,0,3,4,110,6.48,0.333333333,131.3150962,0,0
1116,LUMEFANTRINE,ORAL,0,101,99.7,0,14,6,528.951,9.1517,151.5388,35,496.695,1,2,2,1,5,10,184,23.47,0.333333333,223.6933288,0,0
1118,OXYPHENCYCLIMINE,ORAL,0,0,0,0,0,0,344.455,2.7317,97.4218,25,316.231,1,5,5,1,5,5,136,62.13,0.6,149.2533877,0,0
1119,DIETHYLPROPION,ORAL,0,0,0,0,0,0,205.301,2.5996,63.1555,15,186.149,0,2,2,0,2,5,82,20.31,0.461538462,91.90735369,0,0
1120,THIORIDAZINE,ORAL,0,15,0,0,0.55,0,370.587,5.8856,110.68,25,344.379,0,2,4,0,4,4,132,6.48,0.428571429,159.5272014,0,0
1121,BIPERIDEN,ORAL INJECTION,46.8,24,90,0,16,1.25,311.469,3.9624,94.0908,23,282.237,1,2,2,1,2,5,124,23.47,0.619047619,139.7525058,0,780
1124,CHLOPHEDIANOL,ORAL,0,0,0,0,0,0,289.806,3.5276,84.0638,20,269.646,1,2,2,1,3,5,106,23.47,0.294117647,125.1705415,0,0
1125,BENDROFLUMETHIAZIDE,ORAL,0,0,90,0,0,0,421.422,1.6254,90.6954,27,407.31,4,7,5,4,12,3,146,118.36,0.2,153.0352656,0,0
1126,TRICHLORMETHIAZIDE,ORAL,0,0,0,0,0,0,380.662,0.821,76.0514,20,372.598,4,7,5,4,12,2,112,118.36,0.25,130.0264217,0,0
1127,CHLORTHALIDONE,ORAL,5.8,36,76,64,0,0,338.772,0.9242,79.7322,22,327.684,4,6,4,4,8,2,114,109.49,0.071428571,131.1221013,1,253
1128,ETHOSUXIMIDE,ORAL,0,60,0,0,496,5,141.17,0.4492,36.1647,10,130.082,1,3,2,1,3,1,56,46.17,0.714285714,59.79597894,2,45.5
1131,METHYCLOTHIAZIDE,ORAL,0,0,0,0,0,0,360.244,0.5983,75.9047,20,349.156,3,7,5,3,11,2,112,109.57,0.333333333,126.2980691,0,0
1132,OXYPHENBUTAZONE,ORAL,0,0,0,0,0,0,324.38,3.4934,92.5358,24,304.22,1,5,3,1,5,5,124,60.85,0.263157895,140.6443423,2,0
1133,POLYTHIAZIDE,ORAL,0,0,0,0,0,0,439.89,1.655,88.5647,25,426.786,3,7,6,3,14,4,142,109.57,0.454545455,151.3444033,0,0
1134,METAXALONE,ORAL,66,9,0,0,8.2,0,221.256,1.79064,59.6827,16,206.136,1,4,3,1,4,3,86,47.56,0.416666667,94.5536994,1,800
1135,QUINETHAZONE,ORAL,0,0,0,0,0,0,289.744,0.8788,67.9931,18,277.648,4,6,4,4,8,2,98,101.29,0.3,109.5505197,1,0
1138,OXAZEPAM,ORAL,4.3,8.2,96,0,1.57,0,286.718,2.4479,78.1695,20,275.63,2,4,3,2,5,1,100,61.69,0.066666667,120.2816993,1,38
1139,PROPRANOLOL,ORAL INJECTION,46.8,4.5,90,0,0,2.5,259.349,2.5775,78.5885,19,238.181,2,3,3,2,3,6,102,41.49,0.375,113.7603615,0,260
1140,TRIMIPRAMINE,ORAL,62.4,23,95,0,0,0,294.442,4.121,95.016,22,268.234,0,2,2,0,2,4,116,6.48,0.4,133.9218704,0,1040
1143,PEMOLINE,ORAL,0,12,50,0,0,3,176.175,0.5992,46.8974,13,168.111,2,4,3,2,4,1,66,64.68,0.111111111,75.03067882,1,0
1144,MITOTANE,ORAL,0,2124,0,40,44.7,0,320.046,5.929,80.241,18,309.966,0,0,0,0,4,3,94,0,0.142857143,126.4314465,0,0
1147,MOLINDONE,ORAL,0,2,0,0,0,1.5,276.38,1.96282,78.3082,20,252.188,1,4,3,1,4,3,110,45.33,0.6875,120.0431076,0,0
1148,MAZINDOL,ORAL,0,0,0,0,0,0,284.746,2.6092,79.0028,20,271.642,1,3,3,1,4,1,100,35.83,0.1875,121.6892596,0,0
1149,METOLAZONE,ORAL,5.4,14,95,0,0,0,365.842,2.71412,93.8984,24,349.714,3,6,4,3,8,2,126,92.5,0.1875,144.8175854,1,104
1150,DISOPYRAMIDE,ORAL,3.5,6.7,65,0,14.1,2,339.483,3.3619,102.2484,25,310.251,2,4,3,2,4,8,134,59.22,0.428571429,150.6188129,1,33.8
1153,LUMEFANTRINE,ORAL,0,101,99.7,0,14,0,528.951,9.1517,151.5388,35,496.695,1,2,2,1,5,10,184,23.47,0.333333333,223.6933288,0,0
1154,LORAZEPAM,ORAL INJECTION,4.3,14,91,90,62,0,321.163,3.1013,83.1795,21,311.083,2,4,3,2,6,1,106,61.69,0.066666667,130.5849655,1,84.5
1157,TEMAZEPAM,ORAL,0,8.8,96,92,2.7,1.5,300.745,2.4722,82.9498,21,287.641,1,4,3,1,5,1,106,52.9,0.125,126.8566129,1,0
1158,OXPRENOLOL,ORAL,120,1.5,0,46.5,0.22,1.5,265.353,1.9891,76.7745,19,242.169,2,4,4,2,4,9,106,50.72,0.466666667,114.5974655,0,180
1159,AMINOGLUTETHIMIDE,ORAL,0,12.5,0,100,25.4,1.5,232.283,1.3532,65.2071,17,216.155,3,4,3,3,4,2,90,72.19,0.384615385,100.1929638,2,0
1161,ATENOLOL,ORAL INJECTION,9.75,6.5,11,50,0,3,266.341,0.4521,73.9809,19,244.165,4,5,4,4,5,8,106,84.58,0.5,113.309994,1,61
1162,TOCAINIDE,ORAL,8.5,15,10,100,31.5,1.25,192.262,1.58914,58.1951,14,176.134,3,3,2,3,3,2,76,55.12,0.363636364,84.30738867,1,117
1163,PINDOLOL,ORAL,30,3.5,40,95,427,1,248.326,1.9056,72.9392,18,228.166,3,4,3,3,4,6,98,57.28,0.428571429,106.9695219,0,130
