ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,Molecular_Weight,LogP,MolMR,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,TPSA,FractionCSP3,LabuteASA,NumAmideBonds
1585,REGORAFENIB,,0,ORAL,0,0,28,99.5,76,5.1,MICROMOLAR,4,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,482.821,5.6888,113.1966,33,467.701,3,7,4,3,12,5,172,92.35,0.095238095,189.2765918,3
1586,ELVITEGRAVIR,,0,ORAL,0,0,12.9,98,0,3.8,MICROMOLAR,4,SOLUBILITY LESS THAN 0.3 MICROGRAMS PER ML IN WATER,446.882,2.9463,114.2673,31,424.706,1,6,6,1,8,7,164,91.59,0.304347826,183.0131768,0
1587,COBICISTAT,,0,ORAL,0,0,3.5,97,0,1.4,MICROMOLAR,3,SOLUBILITY OF 0.1 MG PER ML,776.042,6.0007,212.5451,54,722.618,3,12,10,3,14,19,290,138.02,0.475,326.2265143,4
1588,ACLIDINIUM,,0,INHALATION,300,170,6.5,0,6,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,484.663,4.6668,130.5232,33,454.423,1,5,6,1,7,9,174,55.76,0.423076923,202.3466126,0
1589,TOFACITINIB,,0,ORAL,87,20,3,40,74,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,312.377,1.54478,86.6707,23,292.217,1,7,5,1,7,3,120,88.91,0.5,134.4788831,1
1590,ENZALUTAMIDE,,1591,ORAL,110,0.56,139,97,0,35.7,MICROMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,464.444,3.99248,112.5912,32,448.316,1,6,4,1,11,3,166,76.44,0.238095238,185.5732205,2
1591,M ENZALUTAMIDE,1590,0,,288,1.02,196,95,0,28.2,MICROMOLAR,0,NaN,450.417,3.73178,107.7189,31,436.305,2,6,4,2,11,3,160,90.43,0.2,178.9983069,2
1592,BOSUTINIB,,0,ORAL,6080,189,22.5,94,0,0.37,MICROMOLAR,0,SOLUBILITY ABOVE PH 5 THE SOLUBILITY OF BOSUTINIB MONOHYDRATE REDUCES RAPIDLY,530.456,5.19038,143.3557,36,501.224,1,8,8,1,10,9,190,82.88,0.384615385,220.8076193,0
1593,PONATINIB,,0,ORAL,1223,35.3,24,99,0,0.13,MICROMOLAR,0,SOLUBILITY 0.16 MCG / MILLILITER AT PH 7,532.57,4.45602,142.3172,39,505.354,1,7,6,1,10,4,200,65.77,0.275862069,223.8069168,1
1594,OMACETAXINE MEPESUCCINATE,,0,SUBCUTANEOUS,141,16.3,6,50,0,0,NaN,0,NaN,545.629,2.5807,139.2516,39,506.317,2,10,10,2,10,9,214,123.99,0.655172414,228.3512156,0
1595,BEDAQUILINE,,0,ORAL,164,0.03,3960,99.9,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN AQUEOUS MEDIA,555.516,7.1305,155.2958,37,524.268,1,4,4,1,5,8,188,45.59,0.21875,226.2183236,0
1596,POMALIDOMIDE,,0,ORAL,100,8,9.5,28,0,0.27,MICROMOLAR,0,SOLUBILITY LOW SOLUBILITY IN WATER,273.248,-0.33,67.5261,20,262.16,3,7,5,3,7,1,102,109.57,0.230769231,113.2700106,4
1597,OSPEMIFENE,,0,ORAL,448,9.16,26,99,0,3.16,MICROMOLAR,0,SOLUBILITY INSOLUBLE IN WATER,378.899,5.6457,113.1598,27,355.715,1,2,2,1,3,8,138,29.46,0.166666667,165.2566864,0
1598,DABRAFENIB,,0,ORAL,70.3,25.7,8,99.7,95,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE ABOVE PH 4,519.574,5.3649,128.8129,35,499.414,3,7,7,3,12,5,182,110.86,0.173913043,203.5088964,0
1599,POMALIDOMIDE,,0,ORAL,100,8,9.5,28,0,0.27,MICROMOLAR,0,SOLUBILITY LOW SOLUBILITY IN WATER,273.248,-0.33,67.5261,20,262.16,3,7,5,3,7,1,102,109.57,0.230769231,113.2700106,4
1600,TRAMETINIB,,0,ORAL,214,4.9,4.35,97.4,72,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN THE PH RANGE OF 2 TO 8 IN WATER,615.403,3.94012,148.7574,37,592.219,2,9,8,2,11,5,190,107.13,0.230769231,223.2380644,1
1601,PICOSULFATE,,1608,ORAL,0,0,7.4,0,0,7.3,NANOMOLAR,7,NaN,437.451,2.625,102.4192,29,422.331,2,9,7,2,11,7,152,140.09,0.055555556,167.0325519,0
1602,ALOGLIPTIN,,0,ORAL,417,14,21,20,100,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,339.399,0.39448,95.6244,25,318.231,2,7,7,2,7,3,130,97.05,0.388888889,145.0767903,0
1603,CANAGLIFLOZIN,,0,ORAL,119,11.5,13.1,99,65,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER FROM PH 1.1 TO 12.9,444.524,2.96832,116.4182,31,419.324,4,5,6,4,7,5,164,90.15,0.333333333,183.5556762,0
1604,GLYCEROL PHENYLBUTYRATE,,1416,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,530.661,6.0533,149.938,39,492.357,0,6,6,0,6,17,206,78.9,0.363636364,230.8449252,0
1605,VILANTEROL,,0,INHALATION,165,5.3,21.3,93.9,27.3,0,NaN,0,SOLUBILITY PRATICALLY INSOLUBLE IN WATER,486.436,4.6081,127.2641,32,453.172,4,6,6,4,8,16,178,91.18,0.5,199.6339891,0
1606,NEOSTIGMINE,,0,INTRAVENOUS,49,34,1.14,20,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,223.296,1.9437,65.719,16,204.144,0,4,2,0,4,2,88,29.54,0.416666667,96.62576196,1
1607,PHENYLACETATE,1416,0,,0,0,1.15,51,0,205.8,MICROMOLAR,3.7,SOLUBILITY SOLUBLE IN WATER,135.142,-0.021,35.153,10,128.086,0,2,2,0,2,2,52,40.13,0.125,59.1170432,0
1608,M PICOSULFATE,1601,0,,0,0,0,0,0,0,NaN,0,NaN,277.323,3.673,81.3956,21,262.203,2,3,3,2,3,3,104,53.35,0.055555556,122.7186491,0
1609,NORFLUOXETINE,561  1174,0,,0,0,240,0,0,559,NANOMOLAR,0,NaN,295.304,4.1743,74.9264,21,279.176,2,2,2,2,5,5,112,35.25,0.25,120.8983079,0
1610,NORFLUOXETINE,561  1174,0,,0,0,240,0,0,559,NANOMOLAR,0,NaN,295.304,4.1743,74.9264,21,279.176,2,2,2,2,5,5,112,35.25,0.25,120.8983079,0
1611,DIACETOLOL,558  1172,0,,0,0,10.5,7.5,0,0,NaN,3.5,NaN,308.378,1.5853,85.3907,22,284.186,3,6,5,3,6,8,122,87.66,0.5,130.4113718,1
1612,DIACETOLOL,558  1172,0,,0,0,10.5,7.5,0,0,NaN,3.5,NaN,308.378,1.5853,85.3907,22,284.186,3,6,5,3,6,8,122,87.66,0.5,130.4113718,1
1613,PYRAZINOIC ACID,1062,0,,0,0,0,0,0,0,NaN,0,NaN,123.091,-1.1599,26.3625,9,120.067,0,4,4,0,4,1,46,65.91,0,51.19139705,0
1614,RIOCIGUAT,,0,ORAL,30,2.6,9.5,95,94,0,NaN,0,SOLUBILITY IN WATER (4 MILLIGRAM / LITER),422.424,2.4427,113.6888,31,403.272,4,10,9,4,11,4,158,138.07,0.15,175.8334197,1
1615,MACITENTAN,,1616,ORAL,50,2.1,16,99,0,0,NaN,0,SOLUBILITY NOT SOLUBLE IN WATER,588.282,3.5727,126.7262,32,568.122,2,10,8,2,13,11,170,128.22,0.263157895,202.2069575,0
1616,M MACITENTAN,1615,0,,40,0.6,48,99,0,0,NaN,0,NaN,546.201,2.5318,112.6199,29,532.089,3,10,8,3,13,8,152,142.21,0.125,182.9021596,0
1617,VORTIOXETINE,,0,ORAL,2600,27.3,66,98,75,110,NANOMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,298.455,3.86424,91.5637,21,276.279,1,2,3,1,3,3,110,15.27,0.333333333,131.1051247,0
1618,AFATINIB,,0,ORAL,0,0,37,95,92,0,NaN,3.5,SOLUBILITY SOLUBLE IN WATER,485.947,4.3899,130.4064,34,460.747,2,8,7,2,10,8,178,88.61,0.291666667,201.280417,1
1619,LEVOMILNACIPRAN,,0,ORAL,430,25,12,22,92,1.38,MICROMOLAR,0,NaN,246.354,1.7714,73.2094,18,224.178,2,3,2,2,3,5,98,46.33,0.533333333,108.9712975,1
1620,ESLICARBAZEPINE,1621,0,,56.6,2.4,16,40,0,0,NaN,0,NaN,254.289,2.4929,73.2702,19,240.177,3,4,2,3,4,0,96,66.56,0.133333333,110.6329727,2
1621,ESLICARBAZEPINE ACETATE,,1620,ORAL,0,0,0,0,0,0,NaN,0,NaN,296.326,3.0637,82.8174,22,280.198,2,5,3,2,5,1,112,72.63,0.176470588,127.8436905,2
1622,DOLUTEGRAVIR,,0,ORAL,17.4,1,14,98.9,0,9.9,MICROMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,419.384,1.3528,99.8835,30,400.232,2,8,6,2,10,3,158,100.87,0.35,169.2240455,2
1623,IBRUTINIB,,0,ORAL,10000,1000,5,97.3,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,440.507,4.2173,126.7354,33,416.315,2,8,7,2,8,5,166,99.16,0.2,190.8726799,1
1624,MONOMETHYL FUMARATE,1625  1952,0,ORAL,63,43.6,1,36,0,12.9,MICROMOLAR,2.25,NaN,129.091,-1.5345,26.163,9,124.051,0,4,4,0,4,2,50,66.43,0.2,51.74023964,0
1625,DIMETHYL FUMARATE,,1624,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY HIGHLY SOLUBLE IN WATER,144.126,-0.1114,33.172,10,136.062,0,4,4,0,4,2,56,52.6,0.333333333,58.42449323,0
1626,SOFOSBUVIR,,1627,ORAL,0,0,0.4,63,0,0,NaN,1.25,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,529.458,1.6565,125.2067,36,500.226,3,12,10,3,14,10,198,158.18,0.5,205.4787673,0
1627,M SOFOSBUVIR,1626,0,,0,0,27,0,0,0,NaN,3,NaN,496.126,-3.6616,81.694,30,484.03,2,16,15,2,20,8,172,255.46,0.6,164.8272534,0
1628,SIMEPREVIR,,0,ORAL,0,0,25.5,99.9,62,2.58,MICROMOLAR,5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,749.956,5.25412,198.5522,52,702.58,2,12,10,2,14,8,278,156.89,0.552631579,308.3573791,3
1629,UMECLIDINIUM,,0,INHALATION,86,5.4,11,89,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,428.596,5.14,127.9932,32,394.324,1,3,2,1,3,8,166,29.46,0.379310345,191.4258766,0
1630,BAZEDOXIFENE,,0,ORAL,882,24,30,98,6,14.6,NANOMOLAR,0,SOLUBILITY PH DEPENDENT IN WATER (923 MICROGRAM / MILLILITER AT PH 5.4),470.613,6.33102,141.3876,35,436.341,2,5,5,2,5,7,182,57.86,0.333333333,206.7518244,0
1631,LULICONAZOLE,,0,TOPICAL,0,0,0,99,0,20.8,NANOMOLAR,0,NaN,354.287,5.06088,90.308,21,345.215,0,3,5,0,7,2,106,41.61,0.142857143,140.5018858,0
1632,POLIDOCANOL,,0,INTRAVENOUS,58.5,18,2.1,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,582.816,4.049,156.3008,40,520.32,1,10,10,1,10,37,242,103.3,1,244.1387132,0
1633,CEFPODOXIME,985  1055,0,,30,0,2.4,29,45,7.25,MICROMOLAR,2.5,NaN,426.456,-1.8739,99.0041,28,410.328,3,11,11,3,13,7,150,159.27,0.4,167.0974025,2
1634,CEFPROZIL,,0,ORAL,15,11.7,1.3,36,95,47,MICROMOLAR,0,NaN,388.425,-0.628,96.9049,27,370.281,4,8,7,4,9,5,142,135.79,0.277777778,159.2655705,2
1635,CEFAMANDOLE,1015,0,,10.4,14,0.75,75,0,0,NaN,0,NaN,461.505,-1.5603,107.9795,31,444.369,2,11,11,2,13,7,162,153.37,0.333333333,184.4139815,2
1636,DAUNORUBICINOL,1011,0,,0,0,26.7,0,0,0,NaN,0,NaN,529.542,0.8207,131.3424,38,498.294,7,11,11,7,11,4,204,189,0.481481481,217.9198749,0
1637,M TETRABENAZINE,943,0,,0,0,7,64,0,0,NaN,1,NaN,319.445,3.0299,91.1328,23,290.213,1,4,4,1,4,4,128,41.93,0.684210526,138.9451462,0
1638,M TETRABENAZINE,943,0,,0,0,5,61,0,0,NaN,1,NaN,319.445,3.0299,91.1328,23,290.213,1,4,4,1,4,4,128,41.93,0.684210526,138.9451462,0
1639,M NELARABINE,940,0,,80,16.9,3.2,25,0,86.5,MICROMOLAR,0,NaN,519.149,-4.4514,88.2653,32,507.053,5,19,19,5,22,8,180,310.68,0.5,176.0125628,0
1640,M ENTECAVIR,936,0,,0,0,15,0,0,0,NaN,0,NaN,513.189,-3.0048,95.7934,32,499.077,4,17,16,4,20,8,178,280.96,0.416666667,177.5123534,0
1641,M CLOFARABINE,925,0,,0,0,0,0,0,0,NaN,0,NaN,539.586,-2.5264,90.4997,32,529.506,3,17,17,3,22,8,180,270.22,0.5,180.8928969,0
1642,M CICLESONIDE,923,0,,786,228,6.5,99,63,2.17,NANOMOLAR,1.04,NaN,470.606,3.497,124.5336,34,432.302,2,6,6,2,6,3,186,93.06,0.785714286,201.3170973,0
1643,TIZOXANIDE,910,0,,0,0,0,99,0,40,MICROMOLAR,2.5,NaN,265.25,2.0092,64.8284,18,258.194,2,7,6,2,8,3,92,105.36,0,104.8720444,1
1644,ADEFOVIR,904,0,,25.4,14.4,7.48,4,59,36.7,NANOMOLAR,1.75,NaN,271.173,-1.7037,58.1609,18,261.093,2,9,9,2,10,5,98,142.04,0.375,101.7908137,0
1645,M GANCICLOVIR,623,0,,0,0,0,0,0,0,NaN,0,NaN,491.139,-4.1479,85.4614,30,479.043,4,18,17,4,21,11,170,290.19,0.444444444,165.2265065,0
1646,M GANCICLOVIR,623,0,,0,0,0,0,0,0,NaN,0,NaN,491.139,-4.1479,85.4614,30,479.043,4,18,17,4,21,11,170,290.19,0.444444444,165.2265065,0
1647,OLMESARTAN,878,0,,17,1.3,13,99,26,0,NaN,1.5,NaN,445.503,2.3219,119.949,33,420.303,2,9,8,2,9,8,170,132.64,0.291666667,190.6844572,0
1648,M TRAVOPROST,872,0,,0,0,0.75,0,0,0.04,NANOMOLAR,0.5,NaN,457.465,2.2257,108.3114,32,429.241,3,6,6,3,9,11,178,110.05,0.52173913,184.1989904,0
1649,M DESLORATADINE,865,0,,0,0,27,87,0,0,NaN,3,NaN,326.827,3.7245,92.8875,23,307.675,2,3,3,2,4,0,118,45.15,0.315789474,140.573779,0
1650,CYCLOGUANIL,851,0,,0,0,19,0,0,0,NaN,5,NaN,251.721,1.5255,71.2548,17,237.609,4,5,5,4,6,1,90,80,0.272727273,104.7838088,0
1651,M TEMOZOLOMIDE,842,0,,0,0,0,0,0,1.64,MICROMOLAR,0,NaN,168.16,-0.2733,40.6813,12,160.096,4,7,4,4,7,3,64,108.52,0.2,68.0582846,1
1652,M RIFAPENTINE,841,0,,0,0,13,93.2,0,7.5,MICROMOLAR,11.2,NaN,835.008,5.07742,227.264,60,772.512,7,15,14,7,15,4,328,214.08,0.577777778,351.1579784,1
1653,M OXCARBAZEPINE,838,0,,49,3.7,9,40,0,0,NaN,0,NaN,254.289,2.4929,73.2702,19,240.177,3,4,2,3,4,0,96,66.56,0.133333333,110.6329727,2
1654,M FLUOROURACIL,280,0,,0,0,0,0,0,0,NaN,0,NaN,324.157,-2.8306,59.373,21,314.077,2,10,9,2,12,4,118,156.74,0.555555556,115.547532,0
1655,M FLUOROURACIL,280,0,,0,0,0,0,0,0,NaN,0,NaN,482.099,-3.8606,76.756,29,472.019,2,16,15,2,20,8,166,255.46,0.555555556,158.4623113,0
1656,M ALBENDAZOLE,777,0,,0,0,10,70,5,4.66,MICROMOLAR,3.5,NaN,281.337,2.2588,73.6878,19,266.217,2,6,4,2,7,4,102,84.08,0.333333333,112.5657703,1
1657,M SIBUTRAMINE,764  768,0,,0,0,14,94,0,15,NANOMOLAR,3.6,NaN,265.828,4.3958,79.2837,18,241.636,1,1,1,1,2,5,100,12.03,0.625,115.9281215,0
1658,M SIBUTRAMINE,764  768,0,,0,0,14,94,0,15,NANOMOLAR,3.6,NaN,265.828,4.3958,79.2837,18,241.636,1,1,1,1,2,5,100,12.03,0.625,115.9281215,0
1659,M SIBUTRAMINE,764  768,0,,0,0,16,94,0,25.4,NANOMOLAR,3.5,NaN,251.801,4.1351,74.4114,17,229.625,2,1,1,2,2,4,94,26.02,0.6,109.3532079,0
1660,M SIBUTRAMINE,764  768,0,,0,0,16,94,0,25.4,NANOMOLAR,3.5,NaN,251.801,4.1351,74.4114,17,229.625,2,1,1,2,2,4,94,26.02,0.6,109.3532079,0
1661,M PENCICLOVIR,766,0,,0,0,0,0,0,0,NaN,0,NaN,489.167,-3.4843,88.6954,30,475.055,4,17,16,4,20,11,170,280.96,0.5,166.4779033,0
1662,M PENCICLOVIR,766,0,,0,0,0,0,0,0,NaN,0,NaN,489.167,-3.4843,88.6954,30,475.055,4,17,16,4,20,11,170,280.96,0.5,166.4779033,0
1663,M CIDOFOVIR,771,0,,0,0,0,0,0,0,NaN,0,NaN,356.144,-3.4408,66.0332,22,344.048,3,12,12,3,14,8,126,202.92,0.5,123.4584284,0
1664,M TAZAROTENE,763,0,,0,0,18,99,0,37.1,NANOMOLAR,0,NaN,322.409,2.6183,89.3565,23,306.281,0,3,4,0,4,1,116,53.02,0.263157895,139.6999423,0
1665,M LATANOPROST,761  1858,0,,10.4,27.3,0.28,0,0,0,NaN,0,NaN,389.512,1.9847,106.2294,28,356.248,3,5,5,3,5,12,156,100.82,0.608695652,167.278442,0
1666,M LAMIVUDINE,754,0,,0,0,0,0,0,0,NaN,0,NaN,465.166,-2.7711,80.2189,27,455.086,2,15,16,2,19,8,154,241.28,0.5,154.4390786,0
1667,TRANDOLAPRILAT,748,0,,227,7,22.5,65,70,0,NaN,7,NaN,400.475,-0.3746,102.1597,29,372.251,1,7,6,1,7,8,158,112.6,0.590909091,170.6415443,1
1668,M GEMCITABINE,745,0,,0,0,0,0,0,0,NaN,0,NaN,420.134,-2.9506,70.0232,26,410.054,3,13,13,3,17,6,148,212.15,0.555555556,142.3488256,0
1669,M GEMCITABINE,745,0,,0,0,0,0,0,0,NaN,0,NaN,499.105,-3.4656,78.7147,30,489.025,3,16,16,3,21,8,172,261.51,0.555555556,163.8062153,0
1670,M ACYCLOVIR,525,0,,0,0,0,0,0,0,NaN,0,NaN,461.113,-3.5088,79.4546,28,451.033,3,17,16,3,20,10,158,269.96,0.375,154.0673306,0
1671,M LOSARTAN,723,0,,12,3,7.5,99.8,0,0,NaN,3.5,NaN,435.895,3.138,114.3312,31,415.735,1,8,7,1,9,8,158,112.41,0.227272727,183.4636055,0
1672,NISOLDIPINE,,0,ORAL,357,58.5,9.5,99,5,0,NaN,9,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,388.42,3.2018,102.1861,28,364.228,1,8,7,1,8,6,150,107.77,0.4,162.9085281,0
1673,MOEXIPRILAT,716,0,,183,13.9,5.5,50,0,0,NaN,1.5,NaN,467.542,1.7582,125.5125,34,436.294,2,8,7,2,8,10,182,111.16,0.384615385,199.3505508,1
1674,M TRAMADOL,714  1675  1677  1679,0,,0,0,7.4,0,0,441,NANOMOLAR,2.4,NaN,249.354,2.3316,72.5156,18,226.17,2,3,3,2,3,3,100,43.7,0.6,109.0583522,0
1675,TRAMADOL,,1674  1676  1678  1680,ORAL,188,23,6.7,20,75,2.25,MICROMOLAR,2.3,SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35),263.381,2.6346,77.4028,19,238.181,1,3,3,1,3,4,106,32.7,0.625,115.7426058,0
1676,M TRAMADOL,714  1675  1677  1679,0,,0,0,7.4,0,0,441,NANOMOLAR,2.4,NaN,249.354,2.3316,72.5156,18,226.17,2,3,3,2,3,3,100,43.7,0.6,109.0583522,0
1677,TRAMADOL,,1674  1676  1678  1680,ORAL,188,23,6.7,20,75,2.25,MICROMOLAR,2.3,SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35),263.381,2.6346,77.4028,19,238.181,1,3,3,1,3,4,106,32.7,0.625,115.7426058,0
1678,M TRAMADOL,714  1675  1677  1679,0,,0,0,7.4,0,0,441,NANOMOLAR,2.4,NaN,249.354,2.3316,72.5156,18,226.17,2,3,3,2,3,3,100,43.7,0.6,109.0583522,0
1679,TRAMADOL,,1674  1676  1678  1680,ORAL,188,23,6.7,20,75,2.25,MICROMOLAR,2.3,SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35),263.381,2.6346,77.4028,19,238.181,1,3,3,1,3,4,106,32.7,0.625,115.7426058,0
1680,M TRAMADOL,714  1675  1677  1679,0,,0,0,7.4,0,0,441,NANOMOLAR,2.4,NaN,249.354,2.3316,72.5156,18,226.17,2,3,3,2,3,3,100,43.7,0.6,109.0583522,0
1681,SPIRAPRILAT,706,0,,0,0,0,0,0,0,NaN,0,NaN,436.555,-0.7571,108.9277,29,412.363,1,7,8,1,9,8,158,112.6,0.55,178.1578801,1
1682,M CLADRIBINE,701,0,,0,0,0,0,0,0,NaN,0,NaN,521.596,-2.4744,90.2207,31,510.508,3,17,17,3,21,8,174,270.22,0.5,176.7273615,0
1683,M AMIFOSTINE,699,0,,0,0,0.13,0,0,35,MICROMOLAR,0,NaN,134.248,-0.1454,40.3941,8,120.136,3,2,3,3,3,5,50,38.05,1,56.24383903,0
1684,M ZALCITABINE,695,0,,0,0,0,0,0,0,NaN,0,NaN,447.126,-2.6816,76.9949,27,435.03,2,15,15,2,18,8,154,241.28,0.555555556,150.6809107,0
1685,PERINDOPRILAT,692,0,,49.4,6.6,29,15,25,0,NaN,5,NaN,338.404,-1.2073,82.3047,24,312.196,1,7,6,1,7,7,136,112.6,0.823529412,141.9493922,1
1686,M DIDANOSINE,688,0,,0,0,0,0,0,0,NaN,0,NaN,472.136,-2.3875,82.2342,29,461.048,1,16,15,1,19,8,162,243.94,0.5,160.451493,0
1687,M FLUDARABINE,1688,0,,0,0,0,0,0,0,NaN,0,NaN,521.14,-4.0179,86.5585,32,510.052,4,18,18,4,22,8,180,290.45,0.5,175.3838645,0
1688,FLUDARABINE,669,1687,,143,12.4,20,24,57,0,NaN,1.5,NaN,285.235,-1.8409,62.7028,20,273.139,5,9,9,5,10,2,108,139.54,0.5,111.0116955,0
1689,M TICLOPIDINE,661,0,,0,0,0,0,0,0,NaN,0,NaN,296.799,1.5204,77.21,19,281.679,0,3,4,0,5,3,102,43.37,0.357142857,122.8294283,0
1690,M TICLOPIDINE,661,0,,0,0,0,0,0,0,NaN,0,NaN,296.799,1.5204,77.21,19,281.679,0,3,4,0,5,3,102,43.37,0.357142857,122.8294283,0
1691,HALOBETASOL,660,0,,0,0,0,0,0,0,NaN,0,NaN,428.903,3.0902,103.8576,29,401.687,2,4,4,2,7,2,160,74.6,0.727272727,173.5463535,0
1692,FOSINOPRILAT,653,0,,8.45,1.95,12,99.4,0,0,NaN,3,NaN,434.493,2.827,114.1293,30,401.229,1,6,4,1,7,9,166,97.74,0.652173913,178.6713723,1
1693,M CLOMIPRAMINE,650,0,,0,0,69,0,0,912,NANOMOLAR,0,NaN,300.833,4.1862,90.8517,21,279.665,1,2,2,1,3,4,110,15.27,0.333333333,131.2852809,0
1694,RAMIPRILAT,649,0,,0,0,15,56,44,0,NaN,3,NaN,386.448,-0.7647,97.5427,28,360.24,1,7,6,1,7,8,152,112.6,0.571428571,164.2766022,1
1695,QUINAPRILAT,647,0,,8.4,3.6,2,97,0,0,NaN,2,NaN,408.454,-0.5808,105.6467,30,384.262,1,7,6,1,7,8,158,112.6,0.347826087,174.8797591,1
1696,BENAZEPRILAT,643,0,,45.5,3,10.5,95.3,0,0,NaN,1.5,NaN,394.427,-0.5748,102.6047,29,372.251,1,7,6,1,7,8,152,112.6,0.318181818,168.514817,1
1697,M SIMVASTATIN,631,0,,0,0,4.8,95,0,7.5,NANOMOLAR,6.5,NaN,435.581,2.771,116.5886,31,396.269,2,6,6,2,6,10,176,106.89,0.76,185.9262841,0
1698,DIMESNA,630,0,,0,0,1.17,0,0,0,NaN,0,NaN,282.386,0.1434,57.7472,14,272.306,2,6,6,2,10,7,86,108.74,1,90.73753153,0
1699,M LOVASTATIN,616,0,,56.5,28,1.4,95,0,28.1,NANOMOLAR,3,NaN,421.554,2.3809,111.9716,30,384.258,2,6,6,2,6,10,170,106.89,0.75,179.561342,0
1700,M NABUMETONE,611,0,,53.4,1.26,26.2,99,0,0,NaN,2.5,NaN,215.228,1.1408,59.211,16,204.14,0,3,3,0,3,3,82,49.36,0.153846154,93.27719508,0
1701,M MISOPROSTOL,577  580,0,,0,0,0.5,90,0,2.2,NANOMOLAR,0.2,NaN,367.506,2.5305,99.2256,26,332.226,2,5,5,2,5,13,150,97.66,0.80952381,157.0484046,0
1702,LABETALOL,,0,INJECTION ORAL INTRAVENOUS,312,128,7,50,25,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,328.412,2.1354,93.8122,24,304.22,5,5,4,5,5,8,128,95.58,0.315789474,141.6828346,1
1703,LABETALOL,,0,INJECTION ORAL INTRAVENOUS,312,128,7,50,25,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,328.412,2.1354,93.8122,24,304.22,5,5,4,5,5,8,128,95.58,0.315789474,141.6828346,1
1704,LABETALOL,,0,INJECTION ORAL INTRAVENOUS,312,128,7,50,25,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,328.412,2.1354,93.8122,24,304.22,5,5,4,5,5,8,128,95.58,0.315789474,141.6828346,1
1705,M FLUTAMIDE,519,0,,0,0,6,93,0,7.8,MICROMOLAR,2,NaN,292.213,2.323,63.0259,20,281.125,2,6,4,2,9,3,110,92.47,0.363636364,110.9113137,1
1706,M MINOXIDIL,490,0,,0,0,0,0,0,0,NaN,0,NaN,289.317,-0.83353,66.6867,19,274.197,4,9,8,4,10,3,106,134.53,0.555555556,109.589849,0
1707,M TAMOXIFEN,473,0,,0,0,336,0,0,941,NANOMOLAR,0,NaN,357.497,5.6539,114.9547,27,330.281,1,2,2,1,2,8,138,21.26,0.2,162.0739907,0
1708,M SULINDAC,468,0,,0,0,16.4,97.9,0,0,NaN,4.96,NaN,339.411,4.0153,94.712,24,323.283,0,2,3,0,4,4,122,40.13,0.15,144.2673983,0
1709,M DIAZEPAM,324  415  451  1226  1228,349  1138,,29.2,0.46,46,97,0,0,NaN,0,NaN,270.719,3.1295,77.0297,19,259.631,1,3,2,1,4,1,94,41.46,0.066666667,115.4874655,1
1710,VORAPAXAR,,0,ORAL,424,1.5,192,99,100,0,NaN,1,SOLUBILITY SLIGHTLY SOLUBLE IN WATER AT PH 1,492.591,5.6295,134.0827,36,459.327,1,6,5,1,7,5,190,77.52,0.482758621,210.8355391,1
1711,DALBAVANCIN,,0,INTRAVENOUS,25.6,0.0513,346,93,0,158,MICROMOLAR,0,NaN,1815.708,2.8333,449.4401,128,1715.916,20,38,30,20,40,22,684,575.34,0.420454545,741.620765,8
1712,EFINACONAZOLE,,0,TOPICAL,0,0,29.9,0,0,1.9,NANOMOLAR,0,NaN,348.397,2.4846,89.6858,25,326.221,1,5,5,1,7,5,134,54.18,0.444444444,145.1545039,0
